"corpus","preloaded/trends_en"
"subcorpus","-"
"concordance size","10000"
"query","Query:[word=""cold""][word=""day""];Random sample:10000"
"Reference","Left","KWIC","Right"
"2014-03-01",", tied with fast-finishing Australian Adam Blyth at nine-under par after the second round. </s><s> On a largely dull, bitterly","cold day","that featured snow on the surrounding hills near Arrowtown, Lee and Blyth sparkled. </s><s> At The Hills, Lee went bogey-free,"
"2014-03-05","earnings recently. </s><s> I made the buy a few days before Morgan Stanley issued its now famous buy recommendation, which in","cold day","in February added 18 percent to an already hot stock. </s><s> So I am a believer in Mr. Elon Musk. </s><s> He is an innovator. </s><s> A fighter. </s><s> A"
"2014-04-06","trouser suit, but chose to team it with a super short black cropped top which exposed her midriff on what was a relatively","cold day",". </s><s> The star, who completed her midriff-baring look with an Hermés belt tweeted: ''Go out hair looking half decent - come"
"2014-04-21","of California, Riverside. </s><s> So in California, he says, ""ninety percent of the time you''d be fine, but if there''s one","cold day",", you lose your trees and crops die. </s><s> If you''re a backyard grower, it''s no big deal."" </s><s> Currently there are about 400 acres"
"2014-04-22","3 p.m., Steve, a born-again Christian who chose not to give his last name for personal reasons, came to campus on the","cold day","with his wife Tina and their four young children. </s><s> While some students said they found Steve''s message and delivery"
"2014-05-28","banners or pop-ups that force us to interact with them. </s><s> If we ask it to raise the temperature on our Nest thermostat on a","cold day",", it could casually suggest a Southwest flight to Turks and Caicos. </s><s> Eventually, we would just tune out the ads that don''t"
"2014-05-29","while. </s><s> Want proof? </s><s> One #staffapalooza attendee posted this photo captioned: ""Wishing I was back in this hot tub on this","cold day","! #staffapalooza #chemicalburns"" Ouch. </s><s> Colin''s been Kaepernick''ing all around the United Stakes. </s><s> If he''s not"
"2014-05-30","is it to be carless in Seattle these days? </s><s> We decided to test some theories with a little race. </s><s> In the twilight of a clear,","cold day",", seven of us met in Ballard, each assigned a method of transportation: the usual suspects of car, bus, bike and taxi,"
"2014-08-18","of what''s this for more. </s><s> That brings us right. </s><s> The Santa Claus and the Philadelphia Eagles fans. </s><s> It''s a bad game it''s a","cold day","they''re sitting in their rear ends -- snow and here comes this lousy little Santa. </s><s> Running down the field so they start to"
"2014-09-28",". </s><s> ''Along with it came a plate with two long, warm breadsticks. </s><s> ''The chicken Alfredo ($10.95) was warm and comforting on a","cold day",". </s><s> The portion was generous. </s><s> My server was ready with Parmesan cheese.'' </s><s> After acknowledging that the restaurant had a"
"2014-10-28","up in the Arctic, countries lose the motivation to work towards international environmental agreements. </s><s> On that","cold day","in Murmansk so many Octobers ago, Gorbachev encouraged military détente in the Arctic. </s><s> Today, as an alleged Russian"
"2014-10-28","Samuelsson''s new cookbook, Marcus Off Duty, should earn him some high points. </s><s> Bright as the autumn sun and perfect for a","cold day",", the warm earthiness of the parsnips and vaguely floral sunchokes fills your mouth at first slurp. </s><s> The cream and lemon"
"2014-12-05","Weather Channel UK, said: ""Some snow by Sunday night will be as far south as Dartmoor and Exmoor. </s><s> ""Monday will be another","cold day","with wintry showers at first over the west and then a widespread frost on Tuesday night. </s><s> ""Potentially as low as 17F (8C)"
"2014-12-06",", Dec. 6 from 2 to 4 p.m. Make homemade gifts for everyone on your list this holiday season. </s><s> Create hand warmers for a","cold day",", or perhaps homemade hot chocolate is what your family and friends would love. </s><s> There are crafts for all ages, so bring"
"2014-12-10","center for animals left homeless from domestic abuse. </s><s> She said she never thought twice about saving the puppies that","cold day",". </s><s> Even though delivering mail is her job, she can''t help but look out for four-legged friends in need. </s><s> ""I seem to know more"
"2015-01-30","pleases your palate, you''ve scored a culinary touchdown. </s><s> This recipe does that. </s><s> Good for anytime, but especially on a","cold day",". </s><s> Cathy says the flavorful ingredients make this wonderful winner particularly satisfying for a crowd. </s><s> And what could"
"2015-01-11",", which we hold so dearly. </s><s> ""To see people out in such numbers in such weather gives me a very warm feeling on a very","cold day",". </s><s> ""I was born and bread and raised in Glasgow so I know the kind spirit of the city and we have just had a tragedy ourselves"
"2015-01-15","<s> With me? </s><s> At me? </s><s> It wasn''t clear. </s><s> He followed that laugh with a derisive head shake and said ""Me? </s><s> Volunteer? </s><s> That would be a","cold day","in ..."" </s><s> Good morning! </s><s> This week''s edition of Women Take Note shares new research on women''s leadership - what''s working"
"2015-01-30","the New England Patriots had below-acceptable inflation pressure. </s><s> Now, it''s true that if you put a balloon outside on a","cold day",", the balloon deflates with the colder temperature. </s><s> Could something like this have happened to the deflategate balls? </s>"
"2015-02-03",", it''s expected to feel like -45 in the morning and evening, according to Environment Canada. </s><s> Wednesday will be the","cold day","in southern Manitoba, with a high of just -20 C, before temperatures warm up a little at the end of the week. </s><s> ""It''s a chilly"
"2015-02-15","said: ""There was no breeze, so the lake was crystal clear for reflections."" </s><s> This monochrome picture was taken on a","cold day","at West Stow by Emma Bradley, 17, from Bury St Edmunds, who said she particularly liked the reflection of the trees on to"
"2015-02-20","3 COMMENTEMAILMORERead or Share this story: http://usat.ly/1AdzHcP </s><s> Virginia teen''s heartfelt act warms up bitter","cold day","</s><s> BLACKSTONE, Virginia (KTVU and wires) - Tommy Adams smile could melt away the chill of any winter''s day, but it was his"
"2015-03-07","call the police when people locked themselves in the bathroom and refused to leave in the evening. </s><s> And during a brutally","cold day","he had to ask a young couple with a baby, who French said couldn''t have been more than a few months old, to leave after the"
"2015-03-07","recipe will supercharge your immune system and fulfill your craving for a warm, soothing breakfast, especially on a","cold day",". </s><s> The amaranth and quinoa are high in protein and calcium, and the spices are antioxidant-rich. </s><s> Trust me, its as tasty as"
"2015-03-12","in a warming hut with cheerful red cheeks. </s><s> Stuff like this makes me feel like a failure. </s><s> I can barely get out of bed on a","cold day",", never mind put on a smile and traipse about in the great outdoors. </s><s> But there are other ways to fight off the winter blues"
"2015-03-17","specialties, curious furniture that can be purchased and an aromatic choice of coffee to warm you up from the inside on a","cold day",". </s><s> Manfred will be ''in communication'' with Pete Rose reps </s><s> PHOENIX - New commissioner Rob Manfred is keeping an open mind"
"2015-03-19","including a lucrative retirement plan. </s><s> Apple Watch: Nightmare or dream come true? </s><s> WASHINGTON, D.C. - It will be a","cold day","in Hades before you catch me strapping on an Apple Watch. </s><s> The reason is simple: I think the Apple Watch is probably a"
"2015-03-25","was a good turnout of teams, consisting of two men and one lady, and the match was played in difficult conditions on a","cold day",". </s><s> Presentation of prizes followed the competition. </s><s> In a closely-fought contest, winners with 72 points were Trudi and"
"2015-03-12","or a working mom with young kids. </s><s> What freezes them all just a little every month is knowing that a warm house on a","cold day","can be hard to afford. </s><s> Community Action helps thaw that fear. </s><s> McLaren, Alonso hit back at creative crash rumours </s>"
"2015-03-16","them for the very initially time I couldn''t be additional happy with the assistance we had. </s><s> ""We have to thank the fans on a","cold day","like this to give us the help that they gave us,"" the Spaniard said. </s><s> ""We''ll continue working hard so that every single"
"2015-03-19","his wife Pam, for 40 years. </s><s> Mount held a free pruning class on Sunday attended by about 35 people who braved a blustery,","cold day","to be told that spring is on the way ""although it may not seem like it today."" </s><s> With help from longtime Terhune employee"
"2015-04-02",", the Nano-Air''s 60-gram synthetic insulation gives midweight, midlayer versatility -- use it under a ski jacket on","cold day","or by itself over your base layer for skinning or cool-day, late-season turns. </s><s> For start/stop pursuits, like climbing"
"2015-04-08","Peralta. </s><s> The 92-mph pitch sawed off the bat, forcing Peralta back off the plate. </s><s> That''s a hitter''s worst nightmare on a","cold day","at the ballpark. </s><s> Arrieta had moments like this in his seven innings of shutout ball, but he was businesslike for the most"
"2015-04-24","models. </s><s> A ''climate'' function provides further control over the preconditioning system, pre-heating the cabin on a","cold day","or remotely firing up the air conditioning during a heat wave. </s><s> Porsche notes that most of the Car Connect functions are"
"2015-05-05",": Queen of the South a play-off threat </s><s> High up in the main stand at Falkirk Stadium the wind was howling on an unseasonably","cold day",". </s><s> As he jumped on the spot to keep warm, the wise old ex-pro reckoned that both Rangers and Hibernian would be shuddering"
"2015-05-31","pane. </s><s> Curtains should not fence flowers in the room, so hard breathability. </s><s> This can lead to color window subcooling","cold day",", or alternatively drying of the radiators. </s><s> Suitable for plants to create a temperature regime is not so easy, but if the"
"2015-06-08","to aim towards. </s><s> ""The comments about, ''oh, we might get reductions in cost of parking'', I tell you there will be a very","cold day","in hell before that actually happens. </s><s> ""So, I think this council shows what it does when it has the ability to reduce or"
"2015-10-16",", Rice and those who are still paying attention in the Cleveland community will mark the one-year anniversary of that","cold day","in November when a police car swooped into Cudell Park, stopping a few feet away from Tamir Rice. </s><s> Two seconds later, the"
"2015-12-04","its coming - we were overtaken, and rested timidly amid roaring thunder and flashing skies. </s><s> The sun rose on a dull grey,","cold day",", and we rose with it at 6 o''clock in the morning. </s><s> A quick breakfast, and then it was on to the bus. </s><s> But just before, we were"
"2015-12-08","that got dunked and got wet: it''s more fun throwing the balls at the dunk tank than being in the dunk tank, especially on a","cold day",","" said Woods, who added that dunk tank was by far the day''s highlight event. </s><s> Sgt. Foy Genesis, who has attended multiple"
"2016-01-01",". </s><s> But no, it was just the school run."" </s><s> Former Strictly Come Dancing judge Arlene Phillips, 72. </s><s> ""Like a warm bath on a","cold day",", suds ''n'' all."" </s><s> Actor Chris O'' Dowd, 36, when asked what love feels like. </s><s> ""My friends used to call him Grumpelstiltskin. </s>"
"2016-01-08","also noticed the girl''s sister appeared to be in dirty clothes and was not wearing a coat despite it being a freezing","cold day",", explained Mr Bryan. </s><s> When one staff member helped her to put a coat on which was tucked into the bottom of her pram, they"
"2016-01-12","and miler conditions will, again, be the norm. </s><s> Before those temps in the low 50''s we do have to slug through one really","cold day",". </s><s> Beginning tonight we will see some artic air come our way. </s><s> With wind, tonight, wind chills will be about 10. </s><s> And"
"2016-01-12","ones targeting civilians in Paris. </s><s> ""... </s><s> We will persevere."" </s><s> Tolerable temperatures to follow our frigid night </s><s> What a","cold day","it has been! </s><s> Despite all that sunshine, temperatures didn''t get out of the single digits in most spots. </s><s> I''m promising"
"2016-01-13",", D-Conn., called the president'' speech ""powerful and poignant."" </s><s> ""My thoughts went back to that excruciatingly","cold day","when the president was first elected,"" Blumenthal said. </s><s> ""Clearly there has to be a lot of work to be done on his vision."" </s>"
"2016-01-16","cold water throughout the home and gives some rooms -- like master bathrooms -- heated floors for increased comfort on a","cold day",". </s><s> Each added portion of the house was painstakingly replicated with antique flooring, tiles, chandeliers and wood"
"2016-01-17","0: Heath made to grind out win </s><s> Haywards Heath Town were made to grind out a 1-0 win against a stubborn Ringmer side on a","cold day","at Hanbury. </s><s> The game hung in the balance until about 2:15pm as the match officials checked and re-checked the partly"
"2016-01-19","27 Trillion From Oil In 10 Months </s><s> 2 hours 55 minutes ago // Biz | Nigeria Earns N3.27 Trillion From Oil In 10 Months </s><s> Another","cold day","with snow moving in overnight through Wednesday morning </s><s> Good Tuesday morning everyone! </s><s> Temperatures are once again"
"2016-01-19","it was number four and the final race in the North Mids Cross Country League Series at Wollaton Park, Nottingham. </s><s> On a","cold day","with difficult running conditions due to cloying mud, Matlock''s Joseph Currie put in a fine display in the U13 Boys race"
"2016-01-19",": Bitter Winds, Cold High temperatures will only reach into the 20s Tuesday as we look forward to another extremely","cold day","with wind chills around zero. </s><s> (Published 5 hours ago) </s><s> The winter storm is expected to move in late Friday afternoon to"
"2016-01-26",". </s><s> FullSizeRender (3) A skier about to make a run at Keystone. </s><s> Photo by Connor W. Davis | Clarion IMG_2777 Wash park on a","cold day",". </s><s> Photo by Adrian Bogart | Clarion IMG_2994 A view of the law school during a cold front. </s><s> Photo by Madeline Zann | Clarion"
"2016-02-13","a city-girl born of German immigrant parents. </s><s> Three days after his discharge from the Army, they married on a bitterly","cold day","in Chicago on January 16, 1954. </s><s> Their honeymoon consisted of packing up Robert''s Plymouth station-wagon with all"
"2016-02-13","to check the various issues raised by the UPND president with the Government. </s><s> Warm welcome for King''s Lynn Mart on a","cold day","</s><s> The King''s Lynn Mart was opened today by an impressive procession and proclamation of dignitaries featuring mayors"
"2016-02-26","). </s><s> Television reporter Dwayne Anderson quipped: </s><s> St Andrew Western things slower than molasses going up a hill on a","cold day",". margin of 5000 in 2011, no one is rushing. </s><s> Incumbent A Hylton </s><s> Voter turnout, as expected, was low; but public opinion"
"2016-03-15","resistance to Sherman''s troops in Georgia and the Carolinas, served as a pallbearer in New York City. </s><s> It was a bitterly","cold day","and a friend of Johnston, fearing that the general might become ill, asked him to put on his hat. </s><s> Johnston famously"
"2016-04-02","the Wee county and despair for Wexford. </s><s> It had all started so brightly for the visitors despite playing into the wind on a","cold day",", as they held their own in the first 15 minutes and actually led by 0-4 to 0-3 at that stage. </s><s> Unfortunately, they"
"2016-04-06","into. </s><s> But economically. </s><s> And centrally located all the actual cool did they don''t really want to Icrc. </s><s> Cool great trip a","cold day","trip got a couple of hours. </s><s> Just try to try to. </s><s> Whether I don''t I''ll late is not a selling point OK have you. </s><s> If that callers"
"2016-04-21","individually, to go out and help those young kiddos who have different challenges and they''re so joyful. </s><s> It was a","cold day",", really cold, but everybody was having fun. </s><s> It''s a super positive program."" </s><s> Friday is the Mavericks'' annual event to"
"2016-04-25","makes 15th first-class century in Durham''s clash with Middlesex </s><s> Mark Stoneman amassed 139 not out on a painfully","cold day","two between hosts Durham and Middlesex in Specsavers County Championship Division One. </s><s> With a bitter wind blowing at"
"2016-04-26",". </s><s> This aircraft, known as EMD-3, will be used to conduct environmental control system testing, including hot day/","cold day","testing and smoke penetration testing. </s><s> As part of the contract awarded in 2011 to design and develop the U.S. Air"
"2016-04-26","seconds after merely five and a half minutes of racing. </s><s> The 27-year-old Spaniard started 135th, late in the order, on a","cold day","that saw occasional snow showers in La Chaux-de-Fonds, Switzerland. </s><s> He rode seven seconds faster than former world"
"2016-05-12","was actually freezing during the shoot. </s><s> ""It was cold. </s><s> I thought I was going to freeze to death. </s><s> It was like the one and only","cold day","in LA that the Lord provided for me to shoot nude in a pool. </s><s> It was overcast, it was rainy and it was windy. </s><s> I was in there at"
"2016-05-19","fooled me with a double wave and went over and inside my boots, not the most comfortable thing to happen mid adventure on a","cold day","! </s><s> I decided to bring my Totoro with me, taking inspiration from Leanne''s Eric adventures. </s><s> To the left is the river Loe,"
"2016-07-11",", before petering off in the afternoon. </s><s> ''Wednesday will be windy and cold with a top of 14 degrees, it will be a pretty","cold day","for Sydney but mostly sunny with patches of cloud a bit later on and a bit of sunshine,'' Ms Westcott said. </s><s> Towards"
"2016-08-19","Benard) discuss Ava Jerome (Maura West) as they''re getting ready for some alone time. </s><s> Carly tells Sonny it will be a ""","cold day","in hell"" before she sits down to a meal with Ava. </s><s> Things will get worse between them and Ava soon. </s><s> There''s trouble for"
"2016-09-28","excellent runners on the flat falter on the Dipsea''s steep hills. </s><s> 3) On a hot day, wear a hat to thwart the sun rays; on a","cold day",", wear a hat to keep from losing body heat. </s><s> 4) Beginners shouldn''t let themselves get talked into a long race until they"
"2016-10-01","member lays a bowl of soup in front of me and says, cheerily: ""It''s a good thing you ordered soup, it''s really good for a","cold day","like today."" </s><s> I turn and take a terrified look out the window, expecting dark clouds, palm trees bent at an angle from gale"
"2016-10-18","dark and picked up in the dark. </s><s> Temperatures will usually be below freezing but also can be well below zero. </s><s> It''s a long,","cold day","-- prepare for it -- and expect that you won''t see a lot of deer. </s><s> As everywhere, you can''t stockpile them. </s><s> If you see a buck"
"2016-11-11",", Randy Quaid and Otis Young throw back beers while looking half-frozen, shot in a city park in Toronto on a miserably","cold day",", he says, ""They weren''t faking it."" </s><s> The D.P. would return to this low-key ethic, relying as much on ""athleticism"" as"
"2016-11-18",". </s><s> Chris McAteer, one of the students who helped bury the capsule, said he remembers the ceremony as happening on a ""very","cold day","."" </s><s> ""Some of my fondest memories were here at Moosup Elementary,"" he said to a crowd of young students. </s><s> ""I remember the"
"2016-11-19","gardens and explore that beautiful area of Wellington. </s><s> Te Papa museum is a great place to visit particularly on a","cold day","as there are always great exhibitions on and a great way to escape the wind. </s><s> Walking up Mount Victoria is a must to enjoy"
"2016-11-21","when he was flat-footed. </s><s> After that, it was to the house."" </s><s> Nobody had a tougher job than the return specialists on a","cold day","when footing was slick and gusts made it tricky to gauge where the ball would come down. </s><s> ""I''ve caught balls in a lot of"
"2016-11-21","6 of the last 7 to be sure they make the playoffs and not it''s 5 of the last 6. </s><s> Progress. </s><s> Positive. </s><s> Happy thoughts. </s><s> It was a","cold day","in Cleveland and the Browns were on offense first. </s><s> It started out well enough. </s><s> Kessler got onto the Pittsburgh side of"
"2016-11-22","places: the innermost part of the thigh, the innermost part of the wing and the thickest part of the breast. </s><s> Even on an icy","cold day",", sunlight on plastic, glass, or metal containers can raise the temperature inside above 40 degrees, and right into the"
"2016-12-01","of the morning like these folk and look around at the landscape. </s><s> According to the Met Office we can expect a clear but","cold day",", and with temperatures set to be a little warmer tomorrow - we might even hit as high as 0 degrees celsius - you better make"
"2016-12-02","of vehicles during the day, thanks mainly to the amount of salt on the road! </s><s> A big thank you to everyone who came out on a","cold day","to support us and the very worthy causes involved.'' </s><s> The Christmas hamper was won by Andy Roberts, of Kirk Michael. </s>"
"2016-12-03","talks says that major exhibitors like Regal and Cinemark are in fact listening, while another declares that it will be a","cold day","in hell before theater chains gave into a business situation that jeopardizes their money and their company''s"
"2016-12-13",". </s><s> Don''t idle to warm up your car; here''s why </s><s> Plan on starting your car a few minutes before getting into it on a bitterly","cold day","? </s><s> Maybe shorten the amount of time, as idling your car is not actually the most efficient way to get it warm, or the best for"
"2016-12-24","quality to add to the page."" </s><s> Harder told a story about another admin on the page stumbling upon a single mother on a very","cold day",". </s><s> This mother and her children were walking down Manitoba Street in minus 30 degree weather after leaving the local food"
"2017-01-01","day to lounge in front of the TV with a hot cocoa drink or to curl up with a good book that takes you on an adventure? </s><s> A cold,","cold day","outdoors is a good day to stay in and do all of these. </s><s> Watching movies and reading books can make us learn a lot of things"
"2017-01-08","Center in the Knicks'' victory over the Bulls on Nov. 4. </s><s> It''s another thing altogether when it''s a bone-chillingly","cold day","in this away-from-the-fray town, one so frigid Rose jokes his mother isn''t making the trip up I-94 to watch him play. </s>"
"2017-01-16","visuals to emotional resonance, these are the greatest TV battles that ever hit the screen. </s><s> Bundle up! </s><s> Another","cold day","on the way </s><s> Lots of sunshine and seasonal temperatures are expected for the week, although it will be colder than normal"
"2017-01-19",", which was shockingly flavorful and filling thanks to the chicken broth. </s><s> For $3, this could easily be a light lunch on a","cold day","all by itself. </s><s> Next up was the Kofta kebab plate, a beautifully presented platter of ground beef kebabs served on sela"
"2017-01-19","come enjoy a hot drink, and spend time in the company of others, talking, knitting and playing games. </s><s> On one particulary","cold day","at Veria, which is in the mountains north of Thessaloniki and received heavy snowfall, refugee women and girls joined"
"2017-01-25","group that wasn''t the norm. </s><s> This group from Grace United Church of Christ in Massillon was there to take the chill out of a","cold day","and tell city safety forces that they are appreciated. </s><s> The group, led by a bright-eyed cutie toting a hand-made sign,"
"2017-01-27","(and myths) about the cold, and tips for coping with extremely cold weather. </s><s> False. </s><s> When it comes to wrapping up on a","cold day",", a cosy hat is obligatory. </s><s> After all, didn''t your mum tell you that most of your body heat is lost through your head? </s><s> The"
"2017-01-30","up the wrong way in the northbound lanes of I-65. </s><s> She was struck by an oncoming car. </s><s> Bhopal: Met department predicts","cold day","in parts of state </s><s> BHOPAL: The cold day like condition is likely to prevail at various places in the state as mercury is"
"2017-02-04","with 40 points. </s><s> In third place was Lindsay Derry with 39 points. </s><s> On January 26, the Ladies again braved the bitterly","cold day","to play in a team Stableford on the Carthagena course. </s><s> With teams of three, the format was best two of three scores per"
"2017-02-10","skies with a continued chance of flurries,"" Allen said. </s><s> Northwest winds behind the storm system will make for a very","cold day",", with highs between -9 C and -17 C. </s><s> In the overnight hours, winds will be light and skies will clear, leading to a very cold"
"2017-03-11","or fall, too. </s><s> Monday will be mostly sunny, but clouds may overspread the state later in the day. </s><s> It is going to be another","cold day","with highs in the low and middle 30s. </s><s> At least winds will be fairly light. </s><s> The mercury will dip into the teens and low 20s"
"2017-03-12","unleashed water cannon to disperse the crowd. </s><s> Blizzard, winter storm watches issued ahead of Tuesday''s storm </s><s> Another","cold day","is on tap Sunday, but then the focus turns to a snowstorm that could bring a foot or more of snow to the state on Tuesday. </s>"
"2017-03-13","more than $10,000 at its inaugural Shamrock Shivers Polar Plunge on Sunday, March 12. </s><s> More than 133 people braved the","cold day","by the water, 72 of whom went into Lake Michigan at Forest Park Beach in Lake Forest. </s><s> ""For our first year holding this"
"2017-03-15","to daybreak, scouring out remaining moisture in the atmosphere. </s><s> Lows will drop into the teens across New England. </s><s> A","cold day","is on tap for Thursday as our winter storm finally exists the region into Canada. </s><s> Winds continue to be blustery with 20 to"
"2017-03-19","choice. </s><s> Remember how bitter cold it was last weekend? </s><s> I should have stayed home, but the more I thought about hot soup on a","cold day","I thought about LaRoe''s in downtown Grand Rapids and the eight soups that are offered daily. </s><s> Whether the server hands"
"2017-04-02","and open mouths. </s><s> They looked seriously disturbed. </s><s> Perhaps if I had seen the faces of those leaving The Exorcist on that","cold day","in 1974 I might not have gone inside and seen this. </s><s> Now you might be wondering what was I doing at age 15 going to see an"
"2017-04-25","to see if maybe she was strolling by without catching anyone''s attention but alas she didn''t come and it was a freezing","cold day","near the lake, so I ran to the nearest PetSmart and grabbed all the basics I could think of; a carrier, a little bed, a"
"2017-05-14","came off the bench to score for Warriors. </s><s> But Ramil Gaisin''s late drop-goal sealed the win for Enisei on a bitterly","cold day","in Russia. </s><s> Backs cach Sam Vesty, taking charge of Warriors for the European campaign, blooded a number of young players"
"2017-05-22","2017 freshmen not working out or Brendan Bailey opting out of his scholarship following his Mormon mission. </s><s> It''ll be a","cold day","in hell before you catch me hoping any of that happens. </s><s> Besides, think of it this way: If Marquette ends up going to battle"
"2017-06-07","love this view. </s><s> Oh, and we almost forgot to mention, the entire restaurant is shaped like a ship. </s><s> Even if you visit on a","cold day","and take a table inside the restaurant, you''ll still get a pretty cool view. </s><s> And, as an added bonus, it''s about as close to"
"2017-07-02","like everyone to cook with </s><s> That''s not fair! </s><s> While Matt, Gary and George wrapped up with gloves, coats, and scarfs on the","cold day",", the contestants were left shivering in their thin grey sweaters </s><s> With unpredictable weather on the menu, the chefs"
"2017-08-20","it! </s><s> Do you think you would read a similar story about KU basketball on the front of the Manhattan sports page? </s><s> It would be a","cold day","in hell! </s><s> Remember how much K-State fans hate KU. </s><s> If you don''t believe me, listen to the broadcasts of KU-K-State games"
"2017-09-29","his misconduct. </s><s> Despite the drama, however, he survived, saved probably by the thick layers of clothing he wore on that","cold day",". </s><s> These must have partly cushioned the blade, protecting the internal organs. </s><s> The blade penetrated only 1 cm (0.4 inch)"
"2017-10-18","to turn off accessories one switch at a time. </s><s> Back when I rode the bus it baked on a hot day and your teeth chattered on a","cold day",". </s><s> Today''s buses have AC and they even have ""car seats"" for small kids up front. </s><s> Yes, from a distance school buses still"
"2017-10-31","''s get this round kicked off on the right note. </s><s> MIKE WHEELER: All right, bud. </s><s> Back at your track today. </s><s> Let''s own it. </s><s> It''s a","cold day","for a race, but still a good day for a win. </s><s> Stay warm. </s><s> Execute all day. </s><s> TONY HIRSCHMAN: Long day here, 500 laps. </s><s> Chip away at"
"2017-11-01","in January 2017 when Chalkley allegedly sprayed the children, who were naked, with cold water outside the house on a","cold day",". </s><s> Just how bad is the Liverpool defence? </s><s> We all agree it is bad, don''t we? </s><s> Beyond awful. </s><s> Look at the statistics. </s><s> Sixteen"
"2017-11-16","true if an ad meets an immediate need or delivers a personalized promotion. </s><s> A buy-one-get-one offer for ice cream on a","cold day","? </s><s> One dollar off dog food for a consumer that doesn''t have a pet? </s><s> Such generic offers won''t set a brand apart. </s><s> With digital"
"2017-11-21","Mainline Baits sponsored Team Winter League got underway at Rookery Waters at the weekend and, despite the bitterly","cold day",", some good nets were taken over the three pools. </s><s> Richard Bond took a fine 184lb 7oz net from peg 11 on the Jay Pool fishing"
"2017-11-25","zero. </s><s> Paul, of Salendine Nook , said the weekend will remain frosty with a few light wintry showers. </s><s> He said: ""It will be a","cold day","ahead with a north west wind and polar air. </s><s> ""We are just fringing the show showers now in Kirklees as they are mostly"
"2017-11-30","General Hospital in Park Ridge. </s><s> The huge tanks are larger than the vehicles in the parking lot. </s><s> Daily Herald file photo A","cold day","in December, 1963 was when a large group turned the first shovel at the groundbreaking ceremony for Alexian Brothers"
"2017-12-01","with the Extreme Mogul Jacket, meaning less snow in your cuffs and more warmth where it counts. </s><s> The best fit for any","cold day","excursion, the Men''s Heatzone 1000 Jacket gets its insane warmth from 900-fill, water resistant goose down and 100"
"2017-12-08","stashing it somewhere and hoping someone doesn''t throw up on it or nick it. </s><s> It''s hardly a fortune, but equally, it''ll be a","cold day","in hell before you give the club such a subjectively large amount money to essentially rent a clothes hanger,"
"2017-12-20","of problems. </s><s> Driving an EV, there are a number of instant benefits. </s><s> Like, never having to stop at the gas station on a wet,","cold day",", wondering if the gas station around the block has a better price; today. </s><s> Not worrying about an oil change. </s><s> And, of"
"2017-12-26","has been without power since Christmas morning. </s><s> ""Started at seven this morning when the power went out. </s><s> It''s been a","cold day","all day and we''re just trying to make the best of things. </s><s> When I''m in my house freezing, I think of the people that are"
"2017-12-28","<s> This image was taken from the Margit Bridge over the Danube in Budapest. </s><s> The photographer reports it was a ''very very","cold day","'', hence the ice </s><s> This theatre, in Tangier, was built by a wealthy family from Seville in Spain. </s><s> It was closed in the"
